票房_万
2076.44
1489.09
41700.0
2992.56
21400.0
24300.0
4374.18
40500.0
403.94
38100.0
3224.86
1557.89
3055.85
82200.0
1270.34
86000.0
11400.0
7397.49
10000.0
719.01
2092.8
56946.0
1163.56
1002.19
421.25
5183.03
33400.0
45100.0
6908.89
131400.0
143200.0
44300.0
62898.8
31700.0
60400.0
3797.12
35700.0
22200.0
54700.0
5630.97
7714.42
528.25
3613.23
1726.58
3096.37
5220.8
346.73
22300.0
11400.0
1564.65
3064.36
2199.72
310300.0
1006.09
28600.0
317100.0
291300.0
632.57
11300.0
53300.0
6488.28
8203.6
70000.0
28600.0
5647.23
4689.7
1889.91
377.93
1500.34
3838.12
3479.43
6732.83
2170.79
16600.0
16500.0
398.93
1006.02
4026.75
6513.01
3006.1
72700.0
23400.0
16900.0
60500.0
365200.0
23200.0
1616.1
633.08
1255.86
2939.91
55500.0
3828.63
118100.0
112100.0
4144.9
6270.74
5026.32
2289.1
7098.99
5710.62
17000.0
68300.0
18800.0
311000.0
50500.0
5219.39
53500.0
6535.62
11300.0
244.44
2616.33
13300.0
890.02
4778.41
6471.69
14800.0
13800.0
26400.0
1316.28
5010.11
9497.44
3039.45
6489.98
8761.2
4331.07
795.93
569400.0
6348.82
3041.07
15800.0
1604.56
175200.0
12600.0
502.88
75700.0
165500.0
52200.0
1385.67
9257.41
695.23
1777.03
147700.0
1088.21
5785.03
406700.0
453.94
765.54
31900.0
45900.0
1761.61
13900.0
221300.0
30900.0
770.27
27000.0
7651.92
117311.0
582.79
112700.0
160200.0
282900.0
1942.35
43900.0
8136.93
135100.0
323.08
1775.52
429.4
86800.0
3939.4
66400.0
484.93
5026.54
9176.14
10602.0
777.38
1832.71
2717.16
6781.68
2430.55
10300.0
17400.0
5040.41
103500.0
27300.0
452300.0
76200.0
45600.0
94300.0
454400.0
404300.0
39300.0
2177.0
915.05
709.06
391.07
30900.0
6879.15
50900.0
20300.0
9132.24
7082.16
14600.0
968.92
995.5
124500.0
13100.0
1161.19
4706.86
15321.5
85100.0
11200.0
135500.0
3814.74
5126.08
63300.0
1115.74
6434.63
129200.0
24200.0
3218.34
27500.0
1625.02
70200.0
70500.0
10200.0
12400.0
1545.95
29200.0
3742.32
17500.0
940.63
1455.19
4204.54
85400.0
6183.09
118400.0
5370.57
2068.34
30100.0
2637.07
22300.0
22400.0
194200.0
53000.0
5585.12
30500.0
29200.0
35800.0
136100.0
11000.0
593.48
456.72
235.67
2180.5
3502.07
2820.29
79900.0
1860.88
1042.69
747.12
1953.09
2367.88
23500.0
16800.0
5326.31
11100.0
306.44
5079.47
53800.0
13100.0
8352.7
25500.0
10000.0
14500.0
2245.9
155800.0
23500.0
8386.36
2478.03
3161.5
28500.0
417.64
1806.4
28200.0
2647.06
2078.32
15000.0
5130.23
12300.0
5047.68
7967.46
646.83
4078.33
352300.0
3927.54
363.48
4950.44
19100.0
6309.71
683.74
2788.75
2025.41
2667.49
3611.67
1972.61
87800.0
1928.01
3915.78
503500.0
1877.76
31300.0
40300.0
840.23
10000.0
20100.0
3298.93
1645.2
155100.0
3682.3
90300.0
377.4
9566.0
15600.0
6698.45
593.6
40200.0
7075.81
93354.3
263600.0
817.11
220700.0
182400.0
28400.0
2374.09
46200.0
1184.58
2926.17
61400.0
5467.57
2607.67
83600.0
720.19
5576.2
2002.66
8280.18
16100.0
5952.42
10300.0
10600.0
111100.0
336100.0
242900.0
341700.0
198400.0
467.46
334.24
1355.66
4100.62
4687.93
4178.46
944.06
2451.0
22400.0
1273.16
22700.0
29400.0
468700.0
12400.0
12500.0
71700.0
16100.0
221300.0
17300.0
2008.53
1068.47
10100.0
2419.43
2954.3
5876.42
2155.39
2082.79
8563.93
2219.86
6505.41
11000.0
54200.0
406700.0
97700.0
262700.0
16000.0
38000.0
114900.0
46900.0
1149.27
58000.0
4064.74
38600.0
132900.0
1323.94
16100.0
132800.0
13600.0
24200.0
3611.21
1176.71
92600.0
2389.37
8030.05
1795.61
60806.5
770.33
1729.43
23700.0
3209.54
655.63
12100.0
13500.0
171300.0
1653.4
4511.83
23100.0
10400.0
345.62
24900.0
302.93
93600.0
3603.12
60600.0
310000.0
6549.03
58300.0
13900.0
5020.88
19700.0
2830.33
1468.2
93700.0
1026.3
47800.0
35500.0
95800.0
88175.8
4554.52
2539.92
482.84
2025.97
18700.0
5536.16
4904.43
