holiday,show_place,类型_剧情,类型_动作,类型_犯罪,类型_悬疑,类型_爱情,类型_科幻,类型_喜剧,类型_冒险,类型_战争,类型_历史,类型_家庭,year,month,weekday,lasting_date,Avg_Review_Length,Weighted_Sentiment_Score,trend_slope,day_0,day_1, day_2, day_3,day_4,day_5,day_6,day_7,res_fc_feature
工作日,中国大陆,0,1,0,0,0,0,0,0,1,1,0,2019,6,4,43,36.1818181818182,1.77673583222245,-0.150694315223382,144.88,63.93,66.94,80.49,87.46,91.4,96.69,97.54,532.07654
工作日,中国大陆/中国台湾,1,0,0,0,1,0,0,0,0,0,0,2019,6,4,29,41.986183074266,2.08801788736898,0.0,471.91,307.47,215.02,100.39,95.18,93.04,105.02,16.46,989.4003
工作日,中国大陆,1,0,0,0,1,0,0,0,0,0,0,2019,6,3,55,59.9299145299145,2.22964889687202,0.0643500377263642,2519.72,5604.05,5474.92,4076.29,2373.4,2056.96,1783.19,1575.86,29217.453
工作日,中国大陆,0,0,1,1,0,0,0,0,0,0,0,2019,6,4,29,85.8697123519458,2.18062703443858,2.67506952579337,770.93,727.8,532.19,229.98,187.08,170.23,146.56,24.32,652.96594
劳动节,中国大陆,0,0,0,1,0,0,0,0,0,0,0,2021,5,5,31,80.388698630137,2.50206896648279,0.0,8073.79,4571.24,2994.31,2159.42,1278.76,439.4,369.63,445.91,12953.589
劳动节,中国香港/中国大陆,1,1,1,0,0,0,0,0,0,0,0,2021,5,5,45,61.8254237288136,2.50723029840139,0.0364769750312108,5467.21,3577.26,2989.9,2377.07,1760.84,1054.49,926.08,1096.01,9321.853
劳动节,中国大陆,0,0,0,0,0,0,1,0,0,0,0,2021,5,5,31,53.1836734693878,1.66433254478907,0.0689519002063975,2247.52,748.89,483.31,322.18,184.54,58.7,49.34,58.92,1003.55145
劳动节,中国大陆,1,1,1,0,0,0,0,0,0,0,0,2021,5,5,61,65.6853741496599,3.02817636320108,0.126410761924112,2065.11,2278.06,2399.95,2624.03,2111.66,1509.79,1986.67,3120.17,30094.713
劳动节,中国大陆/中国香港,0,0,0,0,0,0,1,0,0,0,0,2021,5,5,27,78.2859618717504,3.18026943403219,-4.48597845338221e-17,79.65,44.16,34.21,32.74,25.2,18.85,19.81,25.77,528.3538
工作日,中国大陆,1,0,0,0,1,0,0,0,0,0,0,2021,5,3,41,82.4055459272097,2.72204595419315,0.0257815901423811,9977.21,3160.06,3779.06,2756.74,1207.8,1023.3,946.02,937.32,28628.031
工作日,中国香港/中国大陆,0,0,0,0,1,0,1,0,0,0,0,2021,5,4,28,51.0477815699659,2.36697247444985,-0.0414511447756424,1073.08,834.08,521.4,211.87,164.85,152.53,138.87,12.13,1220.2672
劳动节,中国大陆/中国香港,0,1,0,0,0,0,0,0,0,0,0,2021,5,5,27,68.7469879518072,2.20421580155546,-0.0425597374804212,569.49,269.86,202.93,145.92,104.88,41.64,29.02,30.16,590.15106
工作日,中国大陆,0,0,0,0,1,0,1,0,0,0,0,2021,4,4,28,61.7677642980936,1.97644782338142,0.0,987.88,849.82,484.68,224.2,102.94,83.89,70.52,32.81,572.9724
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2021,4,4,61,71.6511226252159,2.20015872414614,-0.315021811805249,14191.02,15482.93,12813.64,9883.02,7860.03,5191.9,2380.11,1756.72,75889.984
工作日,中国大陆,0,0,0,0,0,0,0,1,0,0,0,2021,4,4,21,58.5393835616438,2.6147011691885,-0.215641336168826,331.75,235.88,137.83,50.25,40.9,38.12,33.24,8.02,661.5163
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,1,2021,4,4,64,109.434563758389,2.66523518901273,-0.0265115508970767,6239.37,13766.2,14897.21,9230.9,3207.8,2617.45,2165.53,3199.81,66074.35
工作日,中国大陆,0,1,0,0,0,0,0,0,0,0,0,2021,4,4,34,65.8890784982935,2.16787734249324,-0.457110600163814,672.19,2076.0,2050.3,1422.53,191.62,170.36,146.51,193.11,736.6983
工作日,中国大陆,1,0,0,0,0,0,1,0,0,0,0,2021,4,4,30,98.4873949579832,3.60289152035243,-3.14018491736755e-16,1281.21,1192.9,928.75,593.81,244.11,244.37,227.03,205.66,1914.4332
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2023,11,4,77,82.3149741824441,2.15323194520157,-0.0957009945065312,1221.82,1619.02,966.53,372.88,305.87,256.15,195.09,242.36,3199.368
工作日,中国大陆/中国香港,0,0,0,0,1,0,0,0,0,0,0,2023,11,4,28,37.7322695035461,2.16249205014051,-0.0283367834442385,343.85,201.9,67.71,31.51,25.82,21.31,14.52,2.36,698.7332
休息日,中国台湾,1,0,1,1,0,0,0,0,0,0,0,2023,11,5,29,84.7341337907376,3.22610193762161,0.0,893.94,431.84,148.36,121.39,98.89,91.24,53.65,90.66,753.87054
工作日,中国大陆,1,0,1,1,0,0,0,0,0,0,0,2023,11,2,58,77.3777403035413,2.36319842950718,-0.0461098730896905,1702.81,1771.97,3268.26,5985.56,3958.97,1465.35,1365.27,1396.51,45021.14
工作日,中国大陆,1,0,0,0,0,0,0,0,1,1,0,2023,11,4,35,36.8472222222222,2.06299248453428,-0.202604734820479,19.36,3.42,4.62,4.63,7.0,7.93,10.76,10.45,546.2264
工作日,中国大陆,1,0,0,0,0,0,0,0,0,1,0,2023,11,4,36,81.4131944444444,3.02524129956868,-0.28358543582383,71.62,270.69,244.54,13.13,11.69,13.02,11.27,6.99,779.5335
工作日,中国大陆/中国香港,1,0,0,0,0,0,0,0,0,0,0,2023,11,4,27,69.7106598984772,3.09621939565404,-0.0206750611553425,107.23,166.79,66.39,20.99,15.57,13.96,11.52,2.56,971.70074
工作日,中国大陆,1,0,0,1,0,0,0,0,0,0,0,2023,11,4,35,68.4348591549296,2.23079649257364,0.0629284123806767,1248.32,1580.42,774.15,261.74,246.92,219.41,162.2,88.07,492.43103
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2020,12,4,32,53.3350427350427,1.60713102713834,0.0414091191048559,4949.17,6239.8,4289.94,2108.56,1697.79,1366.94,1223.26,1483.62,21076.844
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2020,12,4,20,81.8965517241379,2.0657122177074,0.0,9520.03,7006.64,6094.44,3356.59,2836.83,2784.74,2465.22,3147.29,31705.434
工作日,中国大陆/中国香港,1,0,0,0,1,0,0,0,0,0,0,2020,12,3,30,42.7551020408163,1.87270147595734,0.464239823915936,3508.24,1631.83,848.16,405.18,162.62,117.21,113.39,40.78,1041.9674
工作日,中国大陆/中国香港,0,1,1,0,0,0,0,0,0,0,0,2020,12,3,49,110.782905982906,3.766792831672,0.0,7902.07,10656.75,12759.82,10541.29,4785.05,3940.72,3923.6,5487.58,109523.93
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2020,12,3,42,72.0083752093802,3.54130094701513,-0.0724503267923609,23668.02,25647.97,17051.75,9802.14,4309.72,3733.69,3151.4,2628.89,101397.25
工作日,中国香港,1,1,1,0,0,0,0,0,0,0,0,2018,9,4,31,47.8330434782609,2.75779408091915,0.329042687916919,7369.15,7919.13,4985.26,3381.72,2629.26,2284.53,2000.88,1190.6,29128.22
工作日,中国大陆/中国香港,1,1,0,0,0,0,0,0,0,0,0,2018,9,6,60,109.195840554593,3.35097105602824,-0.0141469911125768,6615.65,8214.05,6982.17,6131.82,5133.56,4542.22,4408.64,3323.48,45930.207
工作日,中国大陆,0,1,1,0,0,0,0,0,0,0,0,2018,9,4,30,50.9123711340206,2.25198698760704,-0.153846153846154,4751.62,5404.89,5617.37,5442.8,2256.84,1955.67,1694.37,1611.39,17297.363
工作日,中国大陆,0,0,0,0,0,0,1,0,0,0,0,2018,9,6,61,54.7741379310345,2.04418881335242,0.0,10663.01,10867.02,8350.99,6284.42,4999.69,4166.86,3730.19,2581.76,47381.8
休息日,中国大陆,0,0,0,0,0,0,1,1,0,0,0,2018,9,5,30,36.6115843270869,3.09350410440347,0.41182973787813,853.73,962.79,1200.3,34.06,26.87,21.31,30.42,43.5,677.6374
工作日,中国大陆,1,0,0,0,1,0,0,0,0,0,0,2018,9,4,61,79.0657439446367,2.68212902623037,0.220076929695287,1279.59,2589.19,3969.05,4464.67,1939.93,1901.45,1701.56,1944.57,24991.24
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2022,9,4,64,51.3848797250859,3.02169884313298,-0.14183479221251,1463.88,2359.27,2252.57,2028.23,1686.19,1466.49,1204.58,870.5,13029.048
工作日,中国大陆,1,0,0,0,0,0,1,0,0,0,0,2022,9,4,84,60.3713798977854,1.8472842028884,-0.0483787537872155,3164.13,6346.06,5133.78,2912.07,1004.24,822.79,773.85,979.83,39992.6
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2022,9,4,62,58.6265060240964,3.00071970601324,-0.0699238511550558,965.76,1510.36,917.66,447.62,172.89,140.32,122.08,111.93,613.3102
中秋节,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2022,9,5,61,111.018900343643,3.42246880264331,0.196185398223898,1344.04,1041.79,648.3,260.62,217.8,208.62,273.55,537.62,1874.0804
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2022,9,4,31,39.3951473136915,2.15862368191389,0.188627197049733,80.7,124.76,65.09,25.95,20.99,18.55,15.95,16.54,755.5577
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2022,9,4,80,82.8512110726644,2.99177306876619,-0.269892604438254,288.41,757.38,700.62,481.1,69.66,58.17,60.94,78.96,1229.8068
工作日,中国大陆,1,0,0,0,1,0,0,0,0,0,0,2023,5,4,35,88.7452006980803,3.285609313271,0.0,213.1,262.84,179.17,130.07,134.11,135.12,58.49,54.21,888.5661
工作日,中国大陆,0,0,0,0,0,0,0,0,0,0,0,2023,5,4,91,55.0687022900763,2.54247739187329,0.226132355487233,192.28,49.78,34.07,5.28,5.99,7.84,7.55,15.25,3854.4136
休息日,中国大陆,0,0,0,0,1,0,1,0,0,0,0,2023,5,5,32,45.9778534923339,2.83410010364989,-0.149206012936161,3551.44,798.89,173.44,123.28,107.52,85.14,40.52,83.83,507.62778
休息日,中国大陆,0,0,0,0,0,0,0,0,0,0,0,2022,7,5,32,55.0529914529915,3.31192501139517,-0.2,40.41,29.88,11.19,8.2,7.68,7.7,7.76,6.17,1380.3812
工作日,中国大陆,0,0,0,0,0,1,1,0,0,0,0,2022,7,4,55,66.427843803056,2.03244612556044,-0.114140294211425,2588.9,4588.46,3831.52,1365.82,1119.06,971.92,927.0,917.0,15969.993
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2022,7,4,66,119.315254237288,3.84314543823349,0.0,34.93,56.43,64.48,39.98,49.75,55.91,58.25,50.52,2161.8381
工作日,中国香港/中国大陆,1,0,0,0,0,0,0,0,0,1,0,2022,7,4,27,103.244604316547,3.34590312083463,0.25,39.18,64.48,37.52,19.41,13.78,13.32,2.19,3.38,839.76605
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2022,7,4,33,57.4084507042254,2.52491682342972,-0.0960901785073537,717.65,604.44,454.92,225.62,199.18,178.0,174.54,82.78,558.58746
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2022,7,4,30,42.1516183986371,2.0320593260779,-0.117858238944428,728.11,393.28,353.02,218.62,183.24,154.92,91.09,13.92,712.6711
工作日,中国大陆,0,0,0,0,0,1,1,0,0,0,0,2022,7,4,97,84.2077051926298,2.95188046551691,-0.034082561072158,23945.84,32945.42,30942.33,14313.99,10935.33,9903.31,25293.96,10500.78,271549.75
休息日,中国大陆,0,0,0,0,0,1,0,1,0,0,0,2022,7,5,29,64.035593220339,3.07696930487764,-0.202660292510583,279.16,194.74,74.44,59.55,70.03,75.83,36.1,50.74,804.4381
工作日,中国大陆,1,0,0,0,0,0,1,0,0,0,0,2019,9,3,37,61.0896551724138,1.94672667626474,-0.0540430061144376,3173.93,6069.1,4062.15,2274.82,993.96,898.91,812.2,766.49,17680.379
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2019,9,0,110,97.8224956063269,3.80850015965688,0.0,29025.49,38830.0,36498.56,30911.44,26206.05,24669.59,22544.61,16031.75,261780.11
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2019,9,0,90,92.6700854700855,3.00631542941121,-0.249916124337502,20928.22,26107.25,28675.08,27003.04,25550.45,24692.08,23690.49,17667.63,241360.39
休息日,中国大陆,0,0,0,0,1,0,1,0,0,0,0,2019,9,5,22,34.2736660929432,1.843800972723,0.0,401.98,118.97,33.99,27.11,21.53,3.33,2.24,2.82,578.3301
工作日,中国大陆/中国香港,1,0,0,0,0,0,0,0,0,0,0,2019,9,4,30,54.2529914529915,3.02489160649166,0.199895774503833,1729.17,2245.35,1739.16,704.58,614.58,558.83,515.83,639.27,3208.9172
休息日,中国大陆,0,1,0,0,0,0,0,0,0,0,0,2019,9,5,60,88.9725085910653,3.53635297400319,-0.203937744456512,4555.38,3833.37,1229.93,1226.39,1051.49,1648.68,3383.61,3559.96,26680.043
工作日,中国香港/中国大陆,1,1,1,0,0,0,0,0,0,0,0,2023,3,4,31,60.1023890784983,2.06107363383652,-0.0415230792614947,1217.24,1845.18,1046.06,412.2,388.83,425.34,296.98,109.39,1269.3839
工作日,中国大陆,1,0,0,0,0,0,0,0,0,1,0,2023,3,4,35,55.2682926829268,2.66153478316176,0.0,235.96,594.86,790.53,162.16,132.06,133.79,145.02,195.0,1180.7101
工作日,中国大陆,1,0,0,0,0,0,1,0,0,0,0,2023,3,4,82,107.372681281619,3.71681220056769,0.0440327429235026,2427.08,4602.95,4659.99,2289.78,2163.41,1976.87,1854.91,2729.12,52597.535
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2023,3,4,61,83.8769230769231,3.60335280689754,-0.0189784238967292,1289.9,2574.96,2209.94,1024.14,1611.28,3670.31,975.94,1166.11,12851.356
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2023,3,4,31,117.535042735043,3.42661084115337,-0.0669271655534212,950.71,1201.34,901.52,360.64,334.62,317.38,299.92,125.6,519.54755
工作日,中国大陆,0,0,0,0,0,0,1,0,0,0,0,2023,3,4,28,77.4486301369863,2.89893909416975,-0.0963434615619305,695.9,1212.34,641.6,256.34,312.06,363.52,149.52,89.56,577.0905
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2021,10,4,30,49.1822916666667,1.70739582041439,-0.136703667781008,707.37,512.6,266.44,97.39,71.59,56.33,47.92,3.75,520.2601
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,1,2021,10,4,22,67.721843003413,2.99701098897017,-7.58107701586818e-16,27.0,109.02,118.07,30.2,25.88,22.67,23.4,5.2,568.78375
工作日,中国大陆,1,0,0,1,1,0,0,0,0,0,0,2021,10,4,42,84.5975820379965,3.12626140800198,0.0,230.62,208.68,212.84,127.81,106.17,92.93,95.62,64.04,576.9604
国庆节,中国大陆/美国,0,0,0,0,0,0,1,1,0,0,0,2021,10,6,61,31.3053173241852,3.8253347894026,0.264705882352941,747.29,477.9,443.66,415.55,371.93,18.74,27.8,275.07,489.99356
国庆节,中国大陆,0,0,0,0,0,0,0,0,0,0,0,2021,10,4,76,33.5042589437819,2.59965392750666,0.0838558708530349,895.17,556.31,310.98,285.93,282.53,272.86,241.42,7.18,568.2496
工作日,中国大陆,0,0,0,1,0,0,1,0,0,0,0,2021,10,4,31,62.7804459691252,3.41135587170125,-0.394736842105263,602.09,1192.29,870.16,380.37,371.29,363.68,335.91,85.75,649.142
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2021,10,4,31,117.396193771626,3.53654885859598,-0.102517271152572,389.96,634.4,407.13,150.39,117.02,95.68,92.0,28.79,565.5456
工作日,中国大陆/中国香港,0,1,1,1,0,0,0,0,0,0,0,2022,4,4,91,62.8436426116838,2.39112833314985,-0.126664993767895,485.6,695.8,543.12,255.92,242.4,230.45,210.26,268.83,2003.2523
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2022,4,4,62,64.1084337349398,1.98467342463159,-0.0862674382074727,927.18,2048.05,2579.3,1984.08,1447.95,753.25,343.06,322.55,9216.26
休息日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2022,4,5,53,46.8709122203098,2.37593976541415,-0.188527091889435,114.97,37.65,20.53,14.15,11.27,5.24,8.11,15.23,570.2215
工作日,中国大陆,0,0,0,0,1,0,1,0,0,0,0,2017,5,4,31,39.6110154905336,2.58819210470941,-1.0,225.39,350.1,169.36,70.78,61.79,56.2,45.91,9.35,507.0608
工作日,中国大陆/中国香港,1,1,1,0,0,0,0,0,0,0,0,2017,5,4,30,40.8252595155709,2.09960720945119,0.153026922014558,1194.31,943.11,671.64,337.81,275.15,234.01,203.02,14.2,607.19714
工作日,中国大陆/中国香港,0,1,0,0,0,0,0,0,1,1,0,2017,5,5,31,59.0592334494774,2.94995333450056,0.0,1497.48,1289.23,1123.45,710.46,337.21,295.69,50.03,108.7,699.14703
工作日,美国/中国香港/加拿大,0,1,0,0,0,1,0,1,0,0,0,2017,5,4,30,45.8058419243986,2.38745740802751,0.0810884671460095,963.31,906.46,553.36,158.31,118.97,99.08,84.7,11.41,568.4266
春节,中国大陆/中国香港,0,0,0,0,1,0,1,0,0,0,0,2018,2,4,31,61.3407155025554,2.40243194293526,-0.131283448438419,16426.58,9419.95,6644.87,4519.6,3352.33,2776.76,2087.55,1564.28,47287.47
工作日,中国大陆,0,0,0,0,1,0,0,1,0,0,0,2018,2,3,29,57.4176570458404,3.31256935358067,0.153402218201671,925.41,2292.38,2446.99,2382.41,1428.87,1384.84,1389.31,1361.44,16746.758
春节,中国大陆,0,0,0,0,0,0,1,0,0,0,0,2018,2,4,40,41.0463917525773,2.02141475981645,0.167341593388612,1742.25,1604.77,1395.7,1334.26,1362.92,1310.44,1079.62,921.98,8496.711
春节,中国大陆,0,0,0,0,0,0,1,1,0,0,0,2018,2,4,61,37.5551782682513,3.58725241684758,-0.0665841742298932,7612.87,6801.63,6439.84,5699.14,5369.22,4942.25,3881.1,2814.5,47435.58
春节,中国大陆/中国香港,0,1,0,0,0,0,0,0,1,0,0,2018,2,4,76,66.7246127366609,3.83478908660075,0.033093495687691,12951.1,14797.33,18753.29,22413.73,24595.38,27066.19,24111.65,21204.4,311190.47
休息日,中国大陆,1,0,1,0,0,0,0,0,0,0,0,2022,8,5,47,67.3215488215488,3.23662658451765,-0.256063831522119,7601.94,4578.18,2156.04,1721.94,1384.92,1116.99,711.58,839.12,9218.24
工作日,中国大陆,1,0,0,0,1,0,0,0,0,0,0,2022,8,3,35,58.2478777589134,2.93366057434627,-0.0843399364200435,1152.75,80.88,65.93,55.39,31.58,27.05,24.51,23.14,604.62396
工作日,中国大陆,1,0,0,0,1,0,0,0,0,0,1,2022,8,4,28,108.698080279232,3.31515903484875,-0.11936630896306,215.67,169.03,76.49,43.26,32.77,27.39,24.13,2.58,700.5018
工作日,中国大陆,0,0,1,0,0,0,0,0,0,0,0,2022,8,4,31,39.2348877374784,1.58046524580597,-0.108592847742468,788.37,214.67,97.45,40.56,27.85,22.77,17.96,6.45,555.78564
休息日,中国大陆,0,0,0,0,0,0,0,0,0,0,0,2022,8,5,62,31.4746543778802,2.39312881515293,0.254660707295323,783.61,569.72,144.33,121.68,109.8,107.67,85.54,150.45,691.90155
工作日,中国大陆,0,1,0,0,0,0,0,1,0,0,0,2022,8,4,76,104.648739495798,3.20565107274309,-0.0213163240470315,3665.64,4996.94,4749.61,2180.72,1861.11,1722.36,1714.73,2005.06,39636.33
休息日,中国大陆,0,0,0,0,0,0,1,1,0,0,0,2022,8,5,77,60.953488372093,3.07253938687452,-0.0879509023768757,1023.07,922.9,400.71,354.73,314.71,276.07,31.62,81.29,1525.1979
工作日,中国大陆/中国香港,1,1,0,0,0,0,0,0,0,0,0,2019,12,4,132,87.1435810810811,3.20213328048131,-1.96261557335472e-17,9752.69,12409.37,10244.15,4372.42,5703.39,5308.25,3366.11,4539.05,82535.03
工作日,中国大陆,1,0,1,1,0,0,0,0,0,0,0,2019,12,4,139,93.6880415944541,3.18679498720434,0.0001388423246036,4685.14,7672.58,8015.92,4223.25,3859.97,3455.63,3554.53,3891.13,83439.09
工作日,中国大陆,1,0,0,0,0,0,0,0,1,1,0,2019,12,4,35,65.4691780821918,3.17893712358945,0.201847274647511,763.44,377.96,292.14,609.35,494.33,333.82,128.0,108.19,636.94904
工作日,中国大陆,1,0,0,0,1,0,0,0,0,0,0,2019,12,1,31,71.1996587030717,2.73249513457596,0.0091279701488463,4150.02,1153.6,243.79,145.95,137.15,95.54,52.26,51.61,6541.22
工作日,中国大陆,1,0,1,1,0,0,0,0,0,0,0,2019,12,4,30,67.4528301886792,2.14353620477814,0.666666666666667,934.61,1099.46,986.66,521.44,412.06,378.29,320.57,45.81,622.6923
工作日,美国/巴西/中国大陆,0,0,0,0,0,1,0,1,0,0,0,2019,12,3,30,119.153448275862,3.83670614529074,-0.905595718761711,529.95,708.03,453.0,254.31,82.29,58.74,51.07,34.24,818.60956
工作日,中国大陆,1,0,0,0,1,1,0,0,0,0,0,2019,12,4,31,101.876736111111,2.81587870401697,-0.155591534021131,2573.21,2114.34,1181.9,414.21,336.94,202.62,113.56,14.81,5236.7314
工作日,中国大陆,0,1,0,0,0,0,0,0,0,0,0,2019,12,4,35,60.6943972835314,2.15795060933297,-0.163203954249498,1941.09,1458.37,1009.34,492.05,113.54,124.61,55.22,40.43,1317.539
工作日,中国大陆,0,1,0,0,0,0,0,1,0,0,0,2019,12,3,43,49.4417808219178,1.76962538279477,0.0144257858583077,2994.05,3036.11,4530.16,3583.04,761.45,573.13,362.92,174.63,10118.571
工作日,中国大陆,1,0,0,0,1,0,1,0,0,0,0,2019,12,1,121,58.7993079584775,2.5312961769819,0.259131493846787,17230.8,11372.51,3223.06,3448.59,4712.64,3710.64,1831.55,1695.6,51364.125
工作日,中国大陆,0,0,0,0,1,0,1,0,0,0,0,2019,12,4,147,90.3786574870912,3.18100865633668,-0.208864718097019,1247.91,1593.69,1547.1,805.02,1302.58,1366.41,818.71,654.16,7881.2725
工作日,中国大陆,1,0,0,0,0,0,0,0,1,1,0,2020,8,4,62,121.458262350937,3.28148941074563,-0.055183194693536,14167.23,20623.01,23170.89,15664.22,19110.3,14845.64,13037.97,13581.46,272387.2
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2020,8,1,58,52.3223570190641,2.25305497892801,0.279627165854413,27820.03,4437.23,2761.3,2106.6,2582.45,2366.06,1237.92,976.66,32591.627
工作日,中国大陆,1,0,0,0,1,0,0,0,0,0,0,2020,8,1,31,57.7331081081081,1.94920728890795,0.0258548428041209,3784.19,551.13,272.44,123.0,137.49,108.02,55.45,44.96,697.3929
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2017,8,3,44,53.5342465753425,1.83918886555364,0.102445102507348,16963.45,10869.1,8742.64,6288.25,2806.52,2276.58,1776.95,1532.05,44083.32
工作日,中国大陆,0,1,0,0,0,0,0,0,1,1,0,2017,8,4,57,46.7726495726496,3.50696939206678,0.168928772738956,323.56,362.79,373.78,318.68,311.33,255.2,267.39,211.88,773.68665
工作日,中国大陆/中国香港,0,1,0,0,1,0,1,0,0,0,0,2017,8,4,30,41.1626297577855,2.10670955577174,0.0992678716976999,3678.6,2635.62,1967.74,967.41,781.79,637.43,134.34,65.13,1243.5852
工作日,中国大陆,0,0,0,0,0,0,0,0,0,0,0,2017,8,4,31,23.0841584158416,1.31693297228187,-1.57009245868378e-17,29.25,23.23,19.8,16.68,14.9,13.53,12.18,6.52,693.56714
工作日,中国大陆,0,0,0,0,1,0,1,0,0,0,0,2017,8,3,30,30.0227272727273,2.04757802794478,0.0,329.55,311.42,331.14,281.91,76.61,94.58,96.68,84.94,731.51263
工作日,中国大陆,0,0,0,0,0,0,1,0,0,0,0,2017,8,4,42,44.320882852292,3.73606754708457,0.0,1744.68,1912.54,1875.97,1110.48,1016.49,945.35,890.35,292.62,3048.26
工作日,中国大陆/美国,1,0,0,0,0,0,0,0,0,0,0,2017,8,4,20,44.6078767123288,3.17437047560974,0.0,241.66,163.97,145.21,65.12,64.27,54.05,50.53,11.79,512.5494
工作日,中国大陆/英国,0,0,0,0,0,0,0,0,0,0,0,2017,8,4,49,49.9155172413793,4.0473316159239,0.0,133.25,387.14,539.05,278.9,295.36,287.99,196.54,146.15,4452.831
工作日,中国大陆,0,1,1,0,0,0,0,0,0,0,0,2017,8,3,31,49.7521815008726,3.02503939706462,0.341923936802319,1558.07,977.54,959.52,878.97,493.09,445.64,423.94,390.5,1350.3723
工作日,中国大陆,1,0,0,0,0,0,1,0,0,0,1,2021,6,4,41,75.3231292517007,3.07753256597876,0.0,1385.78,1924.29,2183.1,770.22,685.49,638.96,638.21,485.29,9846.334
工作日,中国大陆,1,0,0,0,0,0,0,0,0,0,0,2021,6,4,92,64.4564102564103,3.70528893248382,-0.0384200189323574,694.55,554.97,698.52,386.86,390.0,411.58,418.93,317.36,8881.967
工作日,中国台湾/中国香港,0,0,0,0,1,0,0,0,0,0,0,2021,6,4,91,75.006908462867,3.44041302277374,-0.333333333333333,817.2,799.5,1102.68,1104.57,742.35,819.68,955.7,957.54,15587.572
工作日,中国大陆,1,0,1,1,0,0,0,0,0,0,0,2021,6,4,42,42.3344651952462,2.51485683013698,0.0960782738540226,226.28,183.56,159.77,117.58,119.74,127.94,27.79,32.8,691.78107
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2021,6,4,48,35.7297762478485,1.94157663827983,-0.0269017847166313,1569.32,1056.57,645.3,353.07,268.01,240.54,70.24,62.42,689.50366
工作日,中国大陆,0,0,0,0,0,0,1,0,0,0,0,2021,6,4,31,62.0923076923077,2.09051926154551,0.0152243902246979,1144.85,1177.87,1288.86,1022.15,523.24,460.99,386.49,279.21,7767.3906
工作日,中国大陆,0,0,0,0,0,0,0,1,0,0,0,2017,7,4,30,50.641638225256,3.68201149631279,0.5,544.23,656.55,699.12,232.28,214.81,191.79,119.26,27.21,1253.9418
工作日,中国大陆,0,0,0,0,0,0,1,0,0,0,0,2017,7,3,63,67.6321243523316,3.31456708417978,0.233714821539222,604.27,560.41,567.0,604.66,351.05,394.96,517.44,305.33,1372.2273
工作日,中国大陆,0,0,0,0,0,0,1,1,0,0,0,2017,7,3,34,62.9326424870466,3.71584425576318,-0.142857142857143,730.54,497.94,912.65,1165.95,759.85,698.8,556.77,464.48,1823.5406
工作日,中国大陆,0,0,0,0,0,0,1,1,0,0,0,2017,7,4,55,27.8709677419355,3.63138405762863,0.169914515417721,396.05,653.68,687.49,256.65,226.01,203.41,134.64,76.36,1105.2474
工作日,中国大陆,0,0,0,0,1,0,0,0,0,0,0,2017,7,4,26,40.84,2.05101450122571,0.495616343876884,277.71,156.32,137.03,80.06,64.31,46.71,5.74,3.63,523.415
工作日,中国大陆,0,1,0,0,0,0,0,0,1,0,0,2017,7,3,94,60.704974271012,2.66665823140551,0.326031834337781,10211.9,21477.11,31265.88,36719.62,27317.93,29289.19,27941.76,22841.57,466758.8
休息日,中国大陆/中国香港,1,0,0,0,0,0,0,0,1,1,0,2017,7,5,31,71.9025641025641,3.31787459210337,-0.671619284242234,1924.94,1432.12,674.61,566.33,551.27,394.3,275.06,92.6,1929.1823
工作日,中国大陆/中国台湾,1,0,0,0,0,0,0,0,0,0,0,2017,7,2,29,42.9162303664921,1.84314620995617,0.0,680.94,767.81,364.04,342.87,342.76,204.27,118.68,41.44,1120.7135
工作日,美国/中国大陆/英国,0,0,0,0,0,1,0,0,0,0,0,2022,3,4,91,73.5868055555556,2.50069534985528,0.0054410326905824,1732.7,2661.18,1803.4,587.62,487.74,444.41,418.39,372.53,4498.329
